created_at,favorite_count,text,in_reply_to_screen_name,location,quote_count,reply_count,retweet_count,username
Sat Sep 02 17:51:25 +0000 2023,0,Soal Penghapusan Skripsi DPR: Harus Ada Aturan Baku https://t.co/xJY2i4OHMk,,Solo - Surakarta - Solo Raya,0,0,0,kabartimlo
Sat Sep 02 17:37:35 +0000 2023,4,UGM dan UNY sambut baik penghapusan kewajiban skripsi https://t.co/ME8KiSLav9,,NKRI,0,1,1,antaranews
Thu Aug 31 16:01:28 +0000 2023,0,2 hari ini di kelas bahasannya soal penghapusan skripsi melulu. Kan kalau skripsi dihapus tetep ada tugas pengganti. Emang pada mau misal diminta nulis novel boso Enggres?,,"Semarang, Indonesia",0,1,0,srisumaryani
Thu Aug 31 15:28:02 +0000 2023,0,Soal Penghapusan Skripsi Unair Sambut Baik dan Siapkan Skema Baru. Unair Surabaya menyambut baik kebijakan Kemendikbudristek terkait penghapusan skripsi dalam Permendikbudristek No. 53 #PendidikanKesehatan #Kemendikbudristek via @beritajatimcom https://t.co/F6yiLP5mZc,,Surabaya,0,0,0,beritajatimcom
Thu Aug 31 14:50:50 +0000 2023,2,penghapusan kewajiban skripsi malah jadi alibi validasi mahasiswa yang males skripsian,,,0,0,0,ardiandio
Thu Aug 31 14:30:11 +0000 2023,0,@CNNIndonesia Jika Forum Rektor Indonesia juga setuju penghapusan Skripsi - itu sama dengan menghapuskan UJI KUALITAS Mahasiswa..... Apa sih dasar FUNDAMENTAL Kementerian Pendidikan menhapus Skripsi .... apa coba ? Tidak memberikan SOLUSi - malah hupas-hapus saja.,CNNIndonesia,"Yogyakarta, Indonesia",0,0,0,soboalasku
Thu Aug 31 13:46:42 +0000 2023,1,@collegemenfess 1. Keributan antara shafa dan mamanya salah stu idol kpop wkwkwkwk 2. Itu lho pesantren yg petingginya pake ajaran sesat aku lupa lagi nama pesantrennya 3. Kasus s*mbo yg gagal dihukum mati 4. Penghapusan skripsi (padahal aslinya suruh milih),collegemenfess,Sundanese,0,0,0,sunflowna_
Thu Aug 31 12:27:57 +0000 2023,86,Di tengah ramenya rencana penghapusan skripsi sebagai syarat kelulusan gue malah nemu berita list provinsi yang angka partisipasi perguruan tingginya rendah banget Makin heran lagi pas liat listnyaa sih wkwk https://t.co/DFHxqv2rFv,,,0,4,13,sourvive
Thu Aug 31 10:26:13 +0000 2023,0,Aku ketika mendengar wacana penghapusan skripsi dan tesis tak harus ada publikasi jurnal... https://t.co/iANNU6jOo9,,disini,0,0,0,Maulthebear
Thu Aug 31 08:26:24 +0000 2023,0,Soal Penghapusan Skripsi DPR: Harus Ada Aturan Baku https://t.co/xJY2i4OHMk,,Solo - Surakarta - Solo Raya,0,0,0,kabartimlo
Thu Aug 31 05:26:27 +0000 2023,0,Mendikbudristek Nadiem Makarim mengumumkan penghapusan persyaratan skripsi sebagai syarat kelulusan bagi mahasiswa. https://t.co/i8DQcpusRW #suaramerdeka #suaramerdekacom #penghapusan #skripsi #tugasakhir #nadiemmakarim #mendikbudristek #merdekabelajar https://t.co/bpNmxbRUQM,,indonesia,0,0,0,suaramerdeka
Thu Aug 31 03:51:24 +0000 2023,1,Lama2 bosen juga yg muncul di TL mahasiswa yg bahas ttg penghapusan skripsi. Hey dek itu bukan berarti kelulusan kalian jadi lebih mudah loh Emangnya nembus jurnal Sinta sekian bikin project atau prototipe apalah itu bakal lebih gampang? ,,Slow Blue Ocean,0,0,0,geuriw0hada
Thu Aug 31 03:51:04 +0000 2023,0,Mendikbudristek Nadiem Makarim mengeluarkan kebijakan penghapusan skripsi sebagai syarat kelulusan mahassiswa. Ini alasannya. #portalyogya #NadiemMakarim https://t.co/nSLXbx1B3d,,Pogung Dalangan Gang Semar No.,0,0,0,portalyogya
Thu Aug 31 03:39:40 +0000 2023,0,@crinklepasta @collegemenfess Dan di beritanya juga bukan penghapusan skripsinya. Tapi sekarang skripsi udah ngga wajib jadi mungkin beberapa kampus masih menerapkan tugas akhir kepenulisan yang hampir sama kayak skripsi,crinklepasta,he/him,0,0,0,Putrawrrrr
Thu Aug 31 03:15:41 +0000 2023,2,@robbyiborrn Iya kang kalau soal adu-aduan kesibukan pasti enggak akan selesai ujungnya. Cuma kesan yang didapatkan dari penghapusan kewajiban skripsi ini jadi cara aman bagi para mahasiswa. Padahal sayang banyak potensi yang bisa digali dari pengalaman skripsi. Mostly pengalaman hidup.,robby_rrn,Indonesia,0,2,0,yogsyg
Thu Aug 31 02:51:07 +0000 2023,0,Tapi penghapusan skripsi ini juga nggak semata-mata dihapus gitu aja karena Pak Menteri aja bilangnya skripsi TIDAK DIWAJIBKAN dan diganti beberapa program lain. Jadi ya kebijakannya balik lagi ke kampus masing-masing. Gue yakin sih tetep ada kampus yang mewajibkan skripsi,,is eeping in shiro's warm hug!,0,0,0,sparksofpoem
Thu Aug 31 01:52:05 +0000 2023,2,penghapusan skripsi ini sedikit mengkhawatirkan karena pasti ada tugas pengganti yang lebih sulit,,she/her,0,0,0,xskylinesx
Thu Aug 31 01:50:13 +0000 2023,1,@aqisthiaf Itulah kan bukan penghapusam skripsi. Tapi penghapusan kewajiban kalau tugas akhir bentuknya HANYA skripsi. Dan keputusan tetep dari kampusnya masing2. Artinya akan tetep ada kampus yg wajibin hanya dalam bentuk skripsi sebagai tugas akhir.,aqisthiaf,,0,0,0,atiiati
Thu Aug 31 01:36:11 +0000 2023,0,adek guee enak bgt kena penghapusan muluu dia kelas 3 SMA UN di apus sekarang lg sem7 skripsi di apus,,,0,1,1,ralluvee
Thu Aug 31 01:29:32 +0000 2023,0,@summerissuminar @collegemenfess Setuju penghapusan kewajiban skripsi ini lebih industry based bukan untuk melahirkan ilmuan2 baru dari kampus,summerissuminar,,0,0,0,Harjin01
Thu Aug 31 00:58:04 +0000 2023,2,Sekali lagi penghapusan skripsi bagi kelulusan sarjana pasti disambut gembira para mahasiswa dan pastinya lagu lawas Iwan Fals seperti judul di atas akan semakin syahdu. #userstory https://t.co/VeZg0rrfYb,,,0,0,0,kumparan
Thu Aug 31 00:33:33 +0000 2023,0,Topik Diskusi Pagi ini: Mengkaji terobosan Mendikbudristek yang Tidak Mewajibkan Membuat Skripsi dan Tak Wajib Masuk Jurnal. Apa Plus-Minusnya?. Berikut mantan Rektor USD Yogyakarta; Johanes Eka Priyatma Ph.D #NOW #LIVE #TOPIK #pendidikan #penghapusan #skripsi #jurnal,,"Semarang, Jawa Tengah",0,0,0,RadioIdolaSMG
Thu Aug 31 00:11:25 +0000 2023,0,Topik Diskusi Pagi ini: Mengkaji terobosan Mendikbudristek yg Tidak Mewajibkan Mebuat Skripsi dan Tak Wajib Masuk Jurnal. Apa Plus-Minusnya?. Berikut pendapat Waketum Vox Populi Institute Indonesia; Indra Charismiadji #NOW #LIVE #TOPIK #pendidikan #penghapusan #skripsi #jurnal,,"Semarang, Jawa Tengah",0,0,1,RadioIdolaSMG
Wed Aug 30 22:45:45 +0000 2023,0,Mahasiswa Harus Tahu Berikut Terobosan Penerapan Penghapusan Skripsi Dari Nadiem Makarim https://t.co/3C4IshgDEP,,"Lumajang, Indonesia",0,0,0,kelumajangcom
Wed Aug 30 16:00:06 +0000 2023,0,AYO PAK BANTU HIBUR SAYA DENGAN PENGHAPUSAN SKRIPSI INI PAK SAYA LAGI SEDIH BGT GA FOKUS SKRIPSIAN INIMAH,,,0,1,0,sapirak2
Wed Aug 30 15:14:49 +0000 2023,0,Mahasiswa Harus Tahu Berikut Terobosan Penerapan Penghapusan Skripsi Dari Nadiem Makarim #Promedia #NadiemMakarim #skripsi https://t.co/3C4IshgDEP,,"Lumajang, Indonesia",0,0,0,kelumajangcom
Wed Aug 30 15:11:14 +0000 2023,0,setujuu sebenernya sm penghapusan skripsi apa lg skrg byk bgt jasa joki dan pemalsuan data kalau tujuan nya buat meningkatkan kualitas mahasiswa emg sistem pend hrus di ubah sih,,,0,1,0,tweetgarnis
Wed Aug 30 13:51:04 +0000 2023,0,Sejumlah Perguruan Tinggi Negeri (PTN) di Malang merespon kebijakan penghapusan skripsi sebagai syarat lulus bagi sarjana. https://t.co/fjWunyhsOE,,Surabaya,0,0,0,ngopibareng_id
Wed Aug 30 12:36:18 +0000 2023,0,Angkatan 20 jadi percobaan wkwkw. SMP kurtilas SMA penghapusan UN kampus merdeka trus sekarang penghapusan Skripsi,,,0,0,0,pagebamtoris
Wed Aug 30 10:41:08 +0000 2023,1,Penghapusan wajib skripsi gimana si maksudnya? Mau berharap tuh banget kalau terlalu berharap takut kit ati.,,,0,0,0,yudhoyosaki
Wed Aug 30 10:24:02 +0000 2023,0,Soal Wacana Penghapusan Skripsi Sebagai Syarat Kelulusan Dewan Pendidikan DIY: Tidak Ada Persoalan ...Merdeka!!! https://t.co/0zlmaC4O4n,,Bantul - Yogyakarta,0,0,0,_idhamsamawi
Wed Aug 30 09:53:15 +0000 2023,1,Pppfftt...penghapusan skripsi merupakan sebuah oenurunan kompetensi untuk mahasiswa menuju jenjang karirnya. Terlalu cepat sistematika perubahan kurikulum seperti ini hanya akan mendatangkan petaka layakmya kurikulum merdeka saat ini.,,,0,0,0,curiousfangs_
Wed Aug 30 04:49:38 +0000 2023,1,Implikasi Penghapusan Skripsi sebagai Persyaratan Wajib bagi Mahasiswa Program S1 https://t.co/8IYtyTSK8S,,"Surakarta, Jawa Tengah",0,0,0,SukoWaspodo
Wed Aug 30 04:38:59 +0000 2023,0,Ngakak banget sama komentar nya Angkatan 2020 selalu jadi kelinci percobaan Tapi untuk kali ini aku ngga papa jadi kelinci percobaan penghapusan skripsi https://t.co/uxrXekEETz,,hunter giveaway,0,0,0,easyakult
Wed Aug 30 04:01:39 +0000 2023,0,@sosmedkeras Lah skripsi dihapus. Mending ospek pak dihapus. Ada yg cm jd ajang balas dengdam ato skrg lg rame wat papermob ato apalah itu. Penelitian itu mah. Biar kebentuk kerangka berpikirnya. Klo dasar penghapusan cm relevansi dgn dunia kerja ya intinya pengen nyetak budak korporat aj,sosmedkeras,"Malang-Batu, Jawa Timur",0,0,0,gustussutsuga
Wed Aug 30 03:30:26 +0000 2023,141,Pak nadim penghapusan skripsi tesis dsb bisa dimulai dari besok aja g? Saia rasa2 kok saia dh mulai mual sampe ubun2 sama tesis ini ya hmz,,,0,1,1,anindira_nara
Mon Mar 25 15:03:42 +0000 2024,1,riwayat bimbingan skripsi di siakad um! bisa dihapus ga si tadi aku salah masukin bulan:(,,cra krim mfs? cek link‼️😠👉🏻,0,2,0,um_fess
Mon Mar 25 10:09:57 +0000 2024,0,@andrimauuu Memang ndri kalau tak salah bahkan dibikin meme pakai dapus mcm skripsi tp dah dihapus. Lg pula kan parsoc memang anonim dari dulu. Kalau sebut sumber berarti bisa ketahuan orang dibalik anonim itu kan? Udh bnyk sbtlny yg gerah dgn nhi tarok sumber tp tak sesuai dgn artikel,uuamirdna,"Kelapa Dua, Indonesia",0,1,0,Mhd_RidhoAF
Sun Mar 24 16:45:02 +0000 2024,0,Bentar sebenernya tuh skripsi jadi dihapus apa kaga sih,,,0,2,0,Hiyayata
Sun Mar 24 15:47:38 +0000 2024,1,@worksfess 1. Ya berdasarkan pengalaman kamu (jujur sih kalau gk ada pengalaman mending dihapus aja ) atau gk masukin aja skripsi kan skripsi nyari masalah yg kita liat trus buat RM dsbgnya maybe kadang ada yg ngasih solusi atau hanya membuktikan teori tsb salah/benar ,worksfess,,0,1,0,a_r_c_d_
Fri Mar 22 10:42:32 +0000 2024,1,bisakah aku berharap skripsi di tahun aku kuliah nnti dihapus dan gk jadi syarat lulus ,,🐟,0,0,0,ad0elchan
Wed Mar 20 22:19:53 +0000 2024,0,semoga skripsi dihapus Aamiin,,kepo ya? cek link,0,0,0,justlilysinbzi
Sun Mar 17 01:27:58 +0000 2024,0,@worksfess generasi cengeng - UN dihapus - skripsi tak harus - syarat pengalaman kerja minta dihapus - intervies tak harus. nantinya - kewajiban perusahaan harus dijalankan sesuai uu - jobdes harus jelas - gaji wajib naik,worksfess,Jakarta Capital Region,0,0,0,mstugu
Sat Mar 16 04:59:49 +0000 2024,0,@helihailey @bododahserah @collegemenfess Aku pernah nanya knp gaa dihapus aja katanya sudah tradisi wkekw btw aku nanya sama kaprodi ku wkwkwk -&gt; mohon maaf bukan songgong kaprodi ku juga ga suka ada kompree karena bikin lamaa ,,,0,0,0,fuckme1539583
Mon Mar 11 16:35:36 +0000 2024,0,@wave2niel semoga tahun depan skripsi dihapus dah,wave2niel,"🔞🏳️‍🌈 semi RPS, NSFW",0,0,0,jungjooisme
Fri Mar 08 03:20:28 +0000 2024,0,@tanyakanrl Nah kan bener dibunuh lah!! Bilangin juga apa UU ank dibawah umur itu dihapus aja! Mending ganti syariat Islam walaupun ekstrim tpi ga segininya,tanyakanrl,Indonesia,0,0,0,shihah_al
Thu Mar 07 16:57:35 +0000 2024,1,Bisa ga si skripsi dihapus ajaaa,,,0,2,0,emonnyet
Wed Mar 06 11:25:12 +0000 2024,0, mending sidang skripsi dihapus lalu apa parameter penentu anda benar benar sudah mendapat ilmu selama kuliah? oh ganti sama ujian lisan matkul dr semester 1 - akhir gitu asik berarti https://t.co/jtCWx7dF9n,,"Kudus, Indonesia",0,1,0,ProgJoki
Tue Mar 05 16:27:13 +0000 2024,0,bisa2nya indikator yg penting dihapus gua yg skripsi sama tesisnya neliti itu nangis aja lah,sogosagi,,0,1,0,sogosagi
Wed Feb 21 14:41:10 +0000 2024,1,gw pusing bgt cok ngadepin skripsi astaga plis bisa dihapus aja gasihh skripsi ini tolong,,surabaya ,0,3,0,prolllss
Wed Jan 24 16:42:20 +0000 2024,0,dosennya meni nggak mau nahan kamu nder:( kalau dosennya bibi aku pasti beliau yg bantu dan bahkan bisa aja buatin skripsi kamu. soalnya kmrn aja mahasiswanya kan ada yg autis nah si anak ituteh sebenenya suka ngerjain tp abis itu dihapus lagi gitu aja terus terusan.,,,0,1,0,noonandah
Tue Jan 23 16:23:43 +0000 2024,0,Bisaga skripsi dihapus anyinggg ak tidak sanggup membayangkan,,indonesia,0,1,1,humanauto_
Mon Jan 22 17:43:50 +0000 2024,0,@lucelyf_ Kabarnya kemaren skripsi dihapus tauuu,lucelyf_,dnf.,0,0,0,slaiiolay_
Sun Jan 21 23:21:05 +0000 2024,0,@collegemenfess Skripsi salah satu hal yg mengajarkan mahasiswa ttg Analytical Thinking bayangin kalo dihapus lulusan s1 jadi kek gimana?,collegemenfess,,0,0,0,elsinnmbre
Sun Jan 21 22:44:35 +0000 2024,0,@collegemenfess skripsi gausa dihapus si tp sidang aja hapus wkwk,collegemenfess,east blue ,0,0,0,shuaints
Sun Jan 21 17:01:35 +0000 2024,0,@radityaprkz Tahun depan skripsi dihapus pak!!,radityaprkz,,0,0,0,njellysh
Sun Jan 21 15:59:27 +0000 2024,0,@collegemenfess skripsi dihapus tapi jangan ada tambahan TA wkwk. kalo udah 144 sks ya udah lulus maafkan aku yang ngelunjak,collegemenfess,,0,0,0,onemorezaa
Sun Jan 21 14:02:41 +0000 2024,0,@collegemenfess Skripsi dihapus,collegemenfess,,0,0,0,apurplemacaron
Sun Jan 21 12:52:12 +0000 2024,0,@collegemenfess skripsi dihapus si kkn mah ada serunya berasa staycation wkwk,collegemenfess,,0,0,0,nsaaxx__
Sun Jan 21 10:50:59 +0000 2024,0,@collegemenfess Skripsi dihapus lhaaa plis,collegemenfess,,0,0,0,SesNiAa1
Sun Jan 21 10:50:40 +0000 2024,0,@collegemenfess Skripsi aja gak sih yang dihapus,collegemenfess,,0,0,0,chaerishsh
Sun Jan 21 10:36:04 +0000 2024,0,@collegemenfess Skripsi dihapus,collegemenfess,,0,0,0,xxparkjongseong
Sun Jan 21 10:31:47 +0000 2024,0,@collegemenfess skripsi dihapus sii kkn tuh seru!!,collegemenfess,,0,0,0,xqzyca
Sun Jan 21 10:07:40 +0000 2024,1,Akulah si angkatan 2020 itu yang udah capek2 kelas tambahan eh UN dihapus yang tahun lalu udah sempro tau2 skripsi dihapus. Dahlah,,,0,3,0,notulenjamet
Sun Jan 21 10:07:35 +0000 2024,0,Skripsi dihapus bisa gila gue lama2: ),,kep1verse,0,0,0,yujinsite
Sun Jan 21 10:06:48 +0000 2024,0,@collegemenfess sudah jelas skripsi kkn seru ga usah dihapus,collegemenfess,,0,0,0,itsistiiii
Sun Jan 21 09:45:05 +0000 2024,0,@collegemenfess ngga ada yg dihapus si hapuskan aja dosen dosennyg mempersulit proses skripsi :D,collegemenfess,,0,0,0,jeonhowls
Sun Jan 21 09:43:13 +0000 2024,0,@collegemenfess skripsi dihapus wkwk,collegemenfess,Earth♥,0,0,0,indahanaaa
Sun Jan 21 09:14:15 +0000 2024,0,@collegemenfess skripsi dihapus anjir,collegemenfess,she/her,0,0,0,anotherchihiro
Sun Jan 21 09:10:09 +0000 2024,0,@collegemenfess skripsi lah dihapus kkn ga seburuk itu plss kelompoku seruu lingkungannya jg ok bgt. boros engganya kkn tergantung lu bisa ngatur pengeluaran harian &amp; main apa ngga trs jg gausa bikin proker yg ngeluarin duit banyakk,collegemenfess,,0,0,0,ziiyyeah
Sun Jan 21 09:07:12 +0000 2024,0,skripsi dihapus wkwk karna ak udah ga kkn,,,0,0,0,crxeta
Sun Jan 21 09:00:30 +0000 2024,0,@collegemenfess skripsi dihapus,collegemenfess,,0,0,0,eyesknowslips
Sun Jan 21 08:53:59 +0000 2024,0,@collegemenfess skripsi ga harus dihapus si menurutku cuma jangan dipersulit aja gitu kkn juga biasa ajaa si cuma karena sebulan doang jd ngerasa gaada bawa dampak apa apa ke warga dan jatohnya cuma formalitas,collegemenfess,🌱,1,0,0,kenapasiiy
Sun Jan 21 08:30:56 +0000 2024,0,@collegemenfess skripsi dihapus sih kt gue,collegemenfess,,0,0,0,niskalaelin
Sun Jan 21 08:14:38 +0000 2024,0,@collegemenfess SKRIPSI DIHAPUS LAH,collegemenfess,"Bandung, Jawa Barat",0,0,0,pmgnia
Sun Jan 21 08:10:53 +0000 2024,0,@collegemenfess skripsi dihapus!,collegemenfess,"Dubai, United Arab Emirates",0,0,0,aishakhiell
Sun Jan 21 07:51:51 +0000 2024,0,Skripsi dihapus ,,,0,0,0,liljiesungiee
Sun Jan 21 07:48:38 +0000 2024,0,@hrly_jo @collegemenfess Sayangnya skripsi gak dihapus hanya bisa diganti dengan opsi lain ,hrly_jo,,0,1,0,_qwerty_komen
Sun Jan 21 07:35:54 +0000 2024,0,@collegemenfess skripsi dihapus lah pake nanya,collegemenfess,Pluto,0,0,0,page_ev_
Sun Jan 21 07:32:10 +0000 2024,0,skripsi dihapus pun gantinya risdok alias SAMA AJA ,,Indonesia,0,0,0,aphr0ditegurl
Sun Jan 21 07:30:54 +0000 2024,0,@collegemenfess skripsi dihapus,collegemenfess,,0,0,0,imbabygvrl
Sun Jan 21 07:01:43 +0000 2024,61,@collegemenfess Skripsi dihapus. Soalnya klo KKN bisa rekognisi ,collegemenfess,"Semarang, Jawa Tengah",0,0,0,naiforger
Sun Jan 21 06:57:41 +0000 2024,0,@collegemenfess Skripsi dihapus bcz kampusku ga ada kkn wkwk,collegemenfess,,0,0,0,palemtiga
Sun Jan 21 06:48:48 +0000 2024,0,@collegemenfess Kkn dihapus. Karena ngga semua punya dana turlap sendiri apalagi kalo sistem reimbursement. Kalo skripsi kita fokus ke penelitian ya toh objek penelitiannya juga ngga jauh dari pengabdian pada masyarakat kok malah udah mencakup tri dharma perguruan tinggi imo,collegemenfess,"DKI Jakarta, Indonesia",0,0,0,plapoyyy
Sun Jan 21 06:46:11 +0000 2024,0,@collegemenfess Skripsi dihapus soalnya aku gak kkn,collegemenfess,human diary,0,0,0,mamamdimsum
Sun Jan 21 06:39:17 +0000 2024,0,@collegemenfess Skripsi dihapus,collegemenfess,"Gwacheon-si, Republic of Korea",0,0,0,R_Giyeok
Sun Jan 21 06:19:26 +0000 2024,0,@collegemenfess Dikampusku ngga ada KKN aku sih ngga masalah sama skripsi. Malah excited ngga tau nanti ngerjainnya gimana semoga kelar tepat waktu karena ngga perlu ada yang ditakutkan sebenarnya. Anjay Tapi kalo disuruh milih maybe lebih milih KKN dihapus ,collegemenfess,ONLY JIKOOK — 5813♡ ,0,3,0,helene_elkoomii
Sun Jan 21 06:14:08 +0000 2024,0,@collegemenfess kkn dihapus skripsi jg dihapus tp pas sidangnya aja jd ttp bikin skripsi tp gausah sidang,collegemenfess,her ,0,0,0,paradisenthu
Sun Jan 21 06:08:38 +0000 2024,0,@collegemenfess Skripsi dihapus lah,collegemenfess,caratland,0,0,0,Parksubak_
Sun Jan 21 05:58:00 +0000 2024,0,soalnya kalo misal skripsi dihapus gue pasti bisa lulus tepat waktu ,fallincats,,0,0,0,fallincats
Sun Jan 21 05:52:25 +0000 2024,0,@collegemenfess Skripsi dihapus,collegemenfess,bita's whole universe,0,0,0,crescentiism
Sun Jan 21 05:31:53 +0000 2024,0,@collegemenfess Skripsi dihapus.,collegemenfess,,0,0,0,nebulnv
Sun Jan 21 05:29:25 +0000 2024,0,@collegemenfess Skripsi dihapus ganti sama report atau project gt aja kl bisa,collegemenfess,,0,0,0,maioonice
Sun Jan 21 05:22:07 +0000 2024,1,@collegemenfess Mending kkn dihapus si soalnya kalo skripsi di hapus karena kampus gue seni jadi penggantinya lebih ga masuk akal. Dan mending TA aja sama Skripsi lah bjirrr gpp stress dikit daripada stress bangetttt,collegemenfess,,0,0,0,greentealemoon
Sun Jan 21 05:16:38 +0000 2024,0,@collegemenfess Skripsi dihapus lah,collegemenfess,,0,0,0,justlivemylaif
Sun Jan 21 05:02:37 +0000 2024,32,@collegemenfess kkn dihapus ga penting. yang diuji skripsi ngapain harus kkn.,collegemenfess,"morayah, moriah, mijn liefje.",0,0,3,soejagat
Sun Jan 21 04:56:55 +0000 2024,0,@collegemenfess skripsi dihapus,collegemenfess,Indonesia ,0,0,0,vincereautmorie
Sun Jan 21 04:55:20 +0000 2024,0,@collegemenfess skripsi dihapus,collegemenfess,21 | Undergraduate Law Stud,0,0,0,alepaeth
Sun Jan 21 04:43:36 +0000 2024,351,@collegemenfess kkn dihapus. segreget-gregetnya gua sama skripsi mnurut gue itu emg krusial buat scholars. apalagi yang mau lanjut ke master degree. imo there are more ways to help small villages in indonesia rather than just sending random young scholars to live together for a month idk.,collegemenfess,23 y.o,1,4,26,helpimjusttired
Sat Jan 20 04:45:14 +0000 2024,0,@lidamaulidash Soal skripsi ini juga menarik deh. Kenapa teh lida lebih pro skripsi dihapus? Di sisi lain orang-orang bilang ini tuh jadi momen paling baik buat melatih berpikir secara komprehensif terstruktur dan ilmiah. Atau emang ya gak perlu aja kecuali buat mereka yg mau jd saintis?,lidamaulidash,Bekasi,0,1,0,rizqonafi
Thu Jan 18 14:56:07 +0000 2024,0,Skripsi bisa dihapus aja gak.,,"Him, Kefasha Ethan Rahardian.",0,2,0,hoyongitis
Thu Jan 18 09:37:45 +0000 2024,32,ugm_fess kalo jumlah sks lebih dari 144 tuh boleh ga ya? (misal sampe 160-an sks sampe skripsi) itu nanti perlu ada yang dihapus ga ya? atau gimana? please need infonya. btw aku dr vokasi yaa,,RULES,1,14,0,UGM_FESS
Thu Jan 18 00:09:16 +0000 2024,1,@direktoridosen tapi ya mindos keknya memang ada orang yg ditakdirkan hebat dalam penelitian tp jeblok dalam kerja real life dan sebaliknya skripsi ajur ajuran tapi kerja selalu top diatas jadi saya setuju skripsi dihapus diganti jdi opsional saja ,opicksz,,0,0,0,opicksz
Wed Jan 17 14:00:33 +0000 2024,0,skripsi boleh dihapus aja gk si,,jaehyun,0,0,0,lovingjjh14_
Wed Jan 17 12:07:32 +0000 2024,9,1. Laptop. buat tunjukin progres skripsi kamu (ini jaga2 takutnya si dosen ngelak itu bukan 100% bikinan kamu dan kamu cuma bantu2 dikit) 2. Tunjukin chat km sama dosenmu. SS kalo bisa takutnya dihapus sama dianya 3. Ss skripsi kamu yang diterbitin dosen tsb,,,0,0,0,dprloeys
Sun Jan 14 18:32:30 +0000 2024,4,bisa gak si ya ini para capres menjanjikan skripsi dihapus aja ,,she/her,0,3,1,marjorify
Sun Jan 14 12:02:02 +0000 2024,0,Minimal nama mantan dihapus dlu ga si dari skripsi,,,0,0,0,Jxxvkims
Sat Jan 13 13:03:03 +0000 2024,0,Riwayat Joki Tugas Daftar Pustaka (dafpus) + Sitasi Menggunakan Mendeley Untuk Skripsi *file akn dihapus setelah pengerjaan untuk keamanan dan kenyamanan bersama kiw https://t.co/nUnwvFoATo,izzcapt,,0,1,0,izzcapt
Fri Jan 12 15:16:37 +0000 2024,1,@collegemenfess Enak aja dihapus..skripsi seru tauuu,collegemenfess,Indonesia,0,0,0,sizukaarigato
Thu Jan 11 15:28:31 +0000 2024,0,@ub_mfs Nanti kalo udah sampai ending menjelang skripsi bakal dihapus nilai itu. Transkrip akhirmu bakal ditulis nilai tertinggi.,ub_mfs,,0,0,0,Yukikaze_D_
Thu Jan 11 08:59:35 +0000 2024,2,@collegemenfess Skripsi kan udh dihapus yak? Tp y tetep aje sih sebenernya bukan masalah ke skripsinya tapi SIDANGNYA ALAHUMMMM tolong lah bisa gk sih kumpul skripsi gk ush acara revisi sidang langsung lulus gitu loh wkwk,collegemenfess,,0,0,0,LalaLilili1510
Thu Jan 11 00:01:24 +0000 2024,4,@gwc4kepp kayaknya bener deh skripsi dan semacamnya tuh mending dihapus aja,gwc4kepp,oslo,0,0,0,abecdfghaja
Tue Jan 09 03:10:30 +0000 2024,0,@tanyakanrl cek recycle bin. coba recover data yg dihapus dari penyimpanan kalau gatau caranya coba dibawa ke tukang reparasi. kalau memang amblas minta ganti rugi wkwkwk. gamau tau. aku gaakan segampang itu memafkan. skripsi bukan tugas harian yg bisa segampang itu dibuat lagi.,tanyakanrl,,0,0,0,ven___ny
Mon Jan 08 10:37:15 +0000 2024,1,@Deapokoknya @collegemenfess boro2 sidang smt 7 skripsi yg udh diambil smt 7 aja dihapus dan disuruh ambil smt 8 wkwkwkwk,Deapokoknya,revisi,0,1,0,lintrover
Mon Jan 08 07:28:26 +0000 2024,9,@unnesmenfess Ngaruh nder tapi sementara. Nanti klo nilaimu udh keluar yg skripsi bakal di equivalent kan. Jadi nilai skripsi yg dismt 7 ibaratnya bakak dihapus diganti make skripsk yg ada nilainya di smt berikutnya,unnesmenfess,New Asgard,0,1,0,hpyzzz
Wed Jan 03 05:18:47 +0000 2024,0,@hitamanisss_ @karirspace Malah sekarang skripsi mau dihapus total,,Mars,0,0,0,TheThanos_100
Tue Jan 02 13:33:26 +0000 2024,0,Btw katanya skripsi anak kuliahan bakal dihapus ya? (Berita lama) Tapi ntar pas skripsian udah gak ada disuruh ngerangkai pesawat wkwkwkkw,,not everywhere ,0,0,0,UzumakiNarutoou
Sat Dec 30 14:21:18 +0000 2023,6,@collegemenfess Bacot nder gue yg udah lulus jalur skripsi ga trima kalo skripsi dihapus.,collegemenfess,"Banyumas, Indonesia",0,0,0,foxygwwk
Wed Dec 06 14:23:08 +0000 2023,0,Aku merasa yang namanya skripsi lta thesis harus dihapus dari dunia ini,,,0,1,0,nandhaftrrr
Sun Dec 03 08:37:34 +0000 2023,13,@Anak__Ogi @kompascom Kalau sekiranya skripsi sulit untuk diselesaikan oleh yg mulia Gabrin bukan tak mungkin skripsi akan dihapus dr kewajiban lulus mahasiswa. Kalau MK saja bisa ditabrak apalagi ini yg hanya pergub ,Anak__Ogi,"GeoFront, New Tokyo-3 City",0,2,0,masjalu_17
Sat Dec 02 11:48:41 +0000 2023,2,bisakah skripsi dihapus?,,"Central Java, Indonesia",0,6,0,hawlfav
Thu Nov 30 11:21:11 +0000 2023,0,bisa ga sih ini skripsi dihapus aja dari peradaban,,,0,0,0,kageyuuko
Sun Nov 26 12:03:11 +0000 2023,0,sidang skripsi dihapus,,Stayville,0,1,0,fashanjis
